"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1977-11","303","22","5","-13","10","5.0","1.63","56","2127","3.77","11.0","27.6","35.3","19.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1977-12","303","31","2","-27","11","1.5","0.50","36","3827","1.29","4.5","10.2","18.2","2.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-01","0","31","3","-27","16","3.0","0.14","27","5703","0.49","7.0","2.4","12.8","-7.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-02","0","28","5","-31","17","1.5","0.14","32","7330","0.47","6.5","6.9","19.9","-6.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-03","0","31","4","-19","19","1.6","0.18","57","8582","0.53","5.1","23.7","36.3","11.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-04","0","7","1","18","12","2.0","0.60","70","9340","1.48","2.0","39.7","51.4","28.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-05","28","0","0","24","0","0.0","1.55","86","9611","4.36","0.0","57.1","70.8","43.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-06","83","0","0","32","0","0.0","0.63","87","9722","3.07","0.0","63.1","75.7","50.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-07","180","0","0","47","0","0.0","1.83","87","37","9.10","0.0","66.9","77.3","56.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-08","288","0","0","43","0","0.0","2.78","92","86","7.28","0.0","66.9","78.0","55.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-09","354","0","0","36","0","0.0","1.60","90","303","3.66","0.0","59.9","69.9","50.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-10","354","0","0","23","0","0.0","0.28","73","889","0.66","0.0","46.1","55.5","36.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-11","354","21","5","-18","8","2.0","0.36","67","2071","1.33","9.1","25.6","35.2","16.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1978-12","354","31","2","-30","18","7.0","0.66","37","3862","1.20","12.5","7.2","18.0","-3.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-01","0","31","5","-36","23","4.0","0.17","24","5977","0.71","9.5","-3.2","7.9","-14.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-02","0","28","7","-33","33","7.0","0.62","40","7682","1.63","14.4","4.1","15.7","-7.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-03","0","31","7","-16","33","7.0","0.75","45","8953","3.18","20.0","24.0","34.0","14.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-04","0","20","2","-9","24","2.0","0.52","66","9821","1.27","3.5","36.1","47.4","24.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-05","3","0","0","27","0","0.0","0.75","82","10327","2.66","0.0","48.2","59.3","37.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-06","36","0","0","36","0","0.0","1.25","90","10459","3.87","0.0","61.7","74.6","48.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-07","166","0","0","47","0","0.0","0.65","88","9","2.83","0.0","68.9","80.6","57.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-08","213","0","0","40","0","0.0","0.55","85","98","1.31","0.0","63.7","74.5","52.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-09","238","0","0","34","0","0.0","0.36","86","308","0.83","0.0","58.8","70.1","47.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-10","238","0","0","17","0","0.0","2.65","70","1002","4.05","0.0","42.6","51.7","33.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-11","238","12","0","4","2","0.0","1.00","55","2134","1.35","0.0","27.3","34.0","20.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1979-12","238","31","2","-16","2","1.5","0.11","42","3530","0.23","3.0","20.0","28.6","11.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-01","0","31","6","-30","16","4.0","0.42","45","5346","1.36","15.0","6.4","16.6","-3.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-02","0","29","4","-29","19","3.0","0.30","33","6946","0.87","7.0","9.9","20.6","-0.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-03","0","31","5","-25","29","7.0","0.65","52","8349","1.50","15.5","19.7","33.2","6.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-04","8","8","1","15","13","1.0","0.14","92","8956","0.19","1.0","45.0","59.7","30.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-05","62","0","0","28","0","0.0","0.38","91","9178","0.59","0.0","59.6","75.8","43.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-06","111","0","0","40","0","0.0","0.98","88","9274","3.87","0.0","63.4","75.8","51.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-07","250","0","0","44","0","0.0","0.46","95","21","1.88","0.0","68.8","80.8","56.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-08","303","0","0","45","0","0.0","2.17","82","65","6.21","0.0","65.3","75.3","55.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-09","312","0","0","28","0","0.0","0.91","85","397","2.98","0.0","54.2","64.3","44.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-10","312","0","0","18","0","0.0","0.51","75","1150","1.64","0.0","40.7","48.6","32.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-11","312","2","2","7","2","1.5","0.41","52","2196","1.29","2.5","30.1","37.5","22.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1980-12","312","31","3","-21","5","1.5","0.13","38","3824","0.51","4.0","11.0","20.9","1.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-01","0","31","2","-35","7","1.0","0.08","47","5492","0.13","2.5","11.2","22.8","-0.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-02","0","21","2","-30","10","3.0","0.18","52","6790","0.54","5.0","18.6","28.7","8.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-03","0","3","1","-1","3","3.0","0.44","67","7839","1.36","3.0","31.2","42.5","19.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-04","0","0","1","17","0","1.0","0.62","68","8496","2.69","1.0","42.4","53.7","31.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-05","3","0","0","23","0","0.0","0.48","79","8849","1.61","0.0","53.7","66.9","40.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-06","10","0","0","45","0","0.0","1.87","78","8948","6.72","0.0","62.0","72.0","51.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-07","133","0","0","48","0","0.0","1.08","90","31","3.89","0.0","68.0","78.5","57.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-08","201","0","0","43","0","0.0","1.33","83","61","3.92","0.0","66.2","76.0","56.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-09","206","0","0","29","0","0.0","1.39","81","344","3.63","0.0","55.7","65.8","45.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-10","206","0","2","15","0","1.0","1.45","67","1004","4.56","3.3","43.7","51.4","36.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1981-11","206",,"2","9",,"3.0","0.32","63","1923","0.45","6.0","34.4","41.6","27.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-01","0",,,"-36",,,"0.54","36",,"1.36",,"-2.9","10.2","-16.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-02","0",,"4","-36",,"2.0","0.15","42",,"0.57","6.0","10.7","20.2","1.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-03","0",,,"-22",,,"0.80","44",,"2.48",,"22.0","32.0","12.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-04","0","7","1","-5","18","6.0","1.92","76",,"2.22","6.0","36.6","48.9","24.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-05","4","0","0","30","0","0.0","0.75","80",,"4.13","0.0","56.6","68.4","44.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-06","4","0","0","35","0","0.0","0.78","78",,"2.27","0.0","57.3","68.4","46.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-07","102","0","0","45","0","0.0","1.02","92","18","5.46","0.0","67.7","78.8","56.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-08","184","0","0","41","0","0.0","1.47","85","130","2.64","0.0","64.0","73.7","54.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-09","200",,"0","30",,"0.0","0.50","78","393","2.52","0.0","56.4","66.3","46.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-10","200","0","0","25","0","0.0","1.29","66","943","4.48","0.0","45.9","53.5","38.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-11","200","26","5","-3","2","1.0","0.55","50","2094","1.83","4.9","24.0","31.1","16.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1982-12","200","17","0","-8","1","0.5","0.08","51","3470","0.21","1.5","19.1","26.4","11.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-01","0","31","5","-18","9","2.0","0.23","32","5089","0.94","9.0","12.8","20.7","4.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-02","0","28","2","-20","10","1.5","0.24","39","6339","0.48","3.5","20.3","27.6","13.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-03","0","8","1","2","6","1.0","0.35","48","7422","1.22","1.0","28.9","36.6","21.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-04","0","0","2","18","0","1.0","0.21","70","8173","0.77","2.0","40.0","50.6","29.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-05","0","0","1","25","0","1.0","0.60","72","8644","2.24","1.0","49.8","62.7","36.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-06","59","0","0","36","0","0.0","2.32","86","8770","5.13","0.0","62.7","73.5","52.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-07","249","0","0","42","0","0.0","2.92","92","15","5.34","0.0","71.0","81.1","60.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-08","418","0","0","49","0","0.0","1.48","90","25","4.27","0.0","70.1","80.1","60.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-09","464","0","0","27","0","0.0","0.60","89","270","2.81","0.0","58.0","66.8","49.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-10","464","0","0","25","0","0.0","0.65","71","899","3.05","0.0","43.3","50.8","35.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-11","464","11","6","11","10","4.0","0.93","52","1987","2.88","14.0","28.7","32.5","24.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1983-12","464","31","4","-36","17","3.0","0.37","25","3744","1.14","9.5","-0.6","8.6","-9.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-01","0","31","1","-33","20","3.0","0.27","42","5201","0.58","6.1","7.8","18.3","-2.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-02","0",,"0","-15",,"0.5","0.22","51","6381","0.61","1.1","24.3","32.4","16.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-03","0","30","3","-16","14","3.0","0.22","50","7686","0.54","6.0","21.4","32.7","10.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-04","0","8","0","20","7","0.0","0.49","69","8310","1.42","0.0","44.2","57.3","31.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-05","1","0","0","24","0","0.0","1.09","81","8658","2.47","0.0","53.5","66.1","40.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-06","38","0","0","40","0","0.0","1.18","83","8702","5.80","0.0","64.8","76.1","53.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-07","175","0","0","45","0","0.0","0.44","89","20","1.74","0.0","68.8","81.1","56.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-08","368","0","0","49","0","0.0","1.00","95","31","1.67","0.0","70.8","83.6","58.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-09","368","0","0","27","0","0.0","0.58","85","395","2.23","0.0","52.8","62.7","43.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-10","368","0","0","17","0","0.0","1.97","74","891","5.99","0.0","48.2","57.3","39.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-11","368","2","1","3","5","5.0","0.35","51","1975","0.77","5.0","28.9","37.0","20.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1984-12","368","31","3","-15","6","2.0","0.51","46","3565","1.20","4.5","11.8","22.6","0.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-01","0","31","0","-33","9","0.5","0.05","38","5356","0.23","2.0","7.2","18.1","-3.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-02","0","26","4","-28","14","5.0","0.28","47","6898","0.54","8.0","9.9","21.4","-1.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-03","0","31","2","-4","22","12.0","0.73","53","7924","1.26","15.0","30.6","40.6","20.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-04","0",,"0","13",,"0.0","1.22","80","8543","3.27","0.0","44.4","56.9","31.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-05","7","0","0","32","0","0.0","2.24","82","8754","6.03","0.0","58.4","71.5","45.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-06","20","0","0","32","0","0.0","0.96","85","8932","2.35","0.0","59.3","70.4","48.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-07","120","0","0","45","0","0.0","1.97","88","20","3.78","0.0","67.6","79.1","56.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-08","155","0","0","45","0","0.0","0.83","84","131","4.00","0.0","62.6","72.8","52.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-09","164","0","0","28","0","0.0","0.55","81","438","2.07","0.0","55.1","64.6","45.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-10","164","0","0","22","0","0.0","0.94","62","1074","1.96","0.0","44.5","54.4","34.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-11","164","19","5","-23","12","6.0","0.77","50","2451","1.97","14.5","19.1","27.0","11.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1985-12","164","31","7","-22","18","4.0","0.22","34","4342","0.88","13.0","2.3","11.7","-7.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-01","0","31","3","-28","18","3.0","0.24","49","5937","0.54","6.5","13.5","23.3","3.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-02","0","28","4","-22","20","3.0","0.30","35","7332","0.84","7.0","12.9","23.2","2.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-03","0","30","2","-23","20","2.0","0.23","69","8338","0.40","4.0","28.9","41.8","15.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-04","0","0","0","22","0","0.0","1.10","73","8873","4.81","0.0","45.9","57.8","33.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-05","40","0","0","26","0","0.0","0.61","89","9158","2.22","0.0","57.1","70.6","43.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-06","112","0","0","40","0","0.0","1.27","88","9235","5.06","0.0","64.8","76.4","53.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-07","279","0","0","53","0","0.0","1.37","89","10","4.98","0.0","70.1","80.1","60.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-08","324","0","0","37","0","0.0","2.52","83","99","4.97","0.0","63.6","73.9","53.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-09","326","0","0","34","0","0.0","0.80","77","367","4.44","0.0","55.6","64.6","46.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-10","326","0","0","22","0","0.0","0.18","68","943","0.58","0.0","45.9","55.3","36.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-11","326","23","1","-6","3","1.0","0.60","50","2148","1.67","2.0","23.7","32.6","14.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1986-12","326","30","3","-19","5","2.0","0.17","40","3545","0.41","4.0","18.3","28.3","8.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-01","0","31","4","-33","11","2.0","0.14","43","5108","0.51","6.0","14.6","25.1","4.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-02","0","27","2","0","12","2.0","0.14","46","6195","0.29","3.5","26.2","35.5","16.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-03","0","13","3","-1","10","1.5","0.53","68","7170","1.37","3.5","32.7","43.7","21.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-04","5","0","0","12","0","0.0","0.10","85","7621","0.16","0.0","50.1","66.3","33.9"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-05","36","0","0","30","0","0.0","1.55","83","7856","6.39","0.0","58.1","70.7","45.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-06","167","0","0","41","0","0.0","0.19","93","7900","0.86","0.0","67.9","81.6","54.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-07","361","0","0","48","0","0.0","3.85","90","14","8.90","0.0","70.8","81.9","59.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-08","445","0","0","43","0","0.0","1.96","87","75","3.81","0.0","65.7","76.0","55.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-09","446","0","0","33","0","0.0","0.96","79","280","3.42","0.0","58.2","68.4","48.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-10","446","2","2","24","1","1.0","0.22","77","989","0.84","2.0","42.2","51.5","32.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-11","446","0","0","11","0","0.0","0.54","55","1900","0.82","0.0","33.5","41.0","26.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1987-12","446","26","2","-5","8","5.0","0.48","35","3266","0.85","10.0","20.9","27.6","14.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-01",,"31","3",,"19","12.0","0.61",,,"0.76","18.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-02",,"28","1",,"16","4.5","0.08",,,"0.08","4.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-03",,,"2",,,"7.0","0.74",,,"2.24","12.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-04",,"8","0","10","10","0.0","0.30","75",,"0.40","0.0","41.7","55.7","27.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-05",,"0","0","29","0","0.0","0.28","87",,"0.67","0.0","60.7","74.9","46.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-06",,"0","0","36","0","0.0","1.46","93",,"2.59","0.0","69.2","83.7","54.6"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-07",,"0","0","45","0","0.0","0.78","99","7","1.95","0.0","71.5","85.3","57.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-08",,"0","0","45","0","0.0","2.30","92","41","9.70","0.0","68.8","79.9","57.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-09",,"0","0","38","0","0.0","2.10","78","243","4.57","0.0","58.1","67.9","48.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-11",,"15","2","2","8","8.0","0.77",,,"2.22","15.0",,,"22.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1988-12",,"31",,"-26","14",,"0.40",,,"0.91",,,,"0.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-01",,"31","6","-29","23","7.0","0.66","47",,"1.64","17.6","10.3","24.0","-3.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-02",,"28","1","-35","20","1.0","0.08","35",,"0.15","1.9","1.4","16.5","-13.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-03",,,"5",,,"6.0","0.55",,,"1.01","13.7",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-04",,,"5",,,"4.0","0.52",,,"1.55","11.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-05",,"0","0","20","0","0.0","0.70","85",,"3.44","0.0","54.7","68.3","41.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-06",,"0","0","36","0","0.0","2.52","88",,"5.26","0.0","63.2","76.3","50.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-07",,"0","0","51","0","0.0","1.32","90","4","3.23","0.0","71.3","84.5","58.1"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-08",,"0","0","44","0","0.0","1.20","93","45","4.85","0.0","67.4","79.8","54.8"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-09",,"0","0","30","0","0.0","2.30","81","257","3.85","0.0","58.1","69.2","47.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-10",,"0","0",,"0","0.0","0.52",,,"1.40","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-11",,,,,,,"0.12",,,"0.77",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1989-12",,,"1",,,"1.0","0.12",,,"0.49","3.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-01",,,"2",,,"1.5","0.13",,,"0.59","5.6",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-02",,,"4",,,"5.0","0.35",,,"0.69","8.5",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-03",,,,,,,"0.88",,,"1.78",,,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-04",,"1","1",,"2","2.0","0.32",,,"1.34","2.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-05",,"0","0","22","0","0.0","0.40","82",,"0.72","0.0","51.6","65.8","37.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-06",,"0","0","35","0","0.0","1.30","86",,"4.85","0.0","65.2","76.1","54.3"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-07",,"0","0","48","0","0.0","0.70","91","20","1.14","0.0","67.6","78.3","57.0"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-08",,"0","0","46","0","0.0","1.30","89","61","2.51","0.0","66.9","78.3","55.4"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-09",,"0","0",,"0","0.0","0.50",,,"1.64","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-10",,"1","1",,"3","3.0","1.52",,,"3.66","3.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-11",,"3","1",,"2","2.0","0.11",,,"0.38","2.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1990-12",,"26","5",,"7","5.0","0.45",,,"0.83","8.9",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-01",,"29","3",,"9","2.0","0.15",,,"0.52","4.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-02",,"28","6",,"10","6.0","0.30",,,"0.96","15.9",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-03",,"26","2",,"10","4.0","0.60",,,"1.00","5.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-04",,"0","0",,"0","0.0","1.30",,,"2.87","0.0",,,
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-05",,"0","0","30","0","0.0","2.00","87",,"5.01","0.0","59.0","69.8","48.2"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-06",,"0","0","45","0","0.0","0.65","86",,"1.48","0.0","67.5","79.5","55.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-07",,"0","0","50","0","0.0","1.51","90","29","3.34","0.0","67.7","76.9","58.5"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-08",,"0","0","47","0","0.0","0.80","92","47","2.59","0.0","69.7","80.7","58.7"
"USC00219059","WINNIBIGOSHISH DAM, MN US","1991-09",,"0","0",,"0","0.0",,,,"4.87","0.0",,,
