STATION,NAME,DATE,AWND,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-02,10.7,0,,,-16,,,0.16,40,6950,0.39,,13.8,22.7,4.9,,290,290,25.9,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-03,11,0,,,-17,,,1.12,53,8180,2.77,,25.3,33.4,17.2,,120,120,33.1,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-04,11,1,,,15,,,0.59,88,8861,0.78,,42.3,52.1,32.6,,310,340,30,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-05,11.9,15,,,34,,,0.06,88,9156,0.26,,55.9,68.3,43.6,,270,270,36.9,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-06,9.2,90,,,40,,,1.05,89,9279,2.78,,63.4,73,53.7,,300,290,34.9,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-07,9.2,171,,,47,,,0.35,85,36,0.76,,66.5,77,56,,300,300,29.1,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-08,8.5,253,,,43,,,1.89,90,76,3.76,,66.3,76.1,56.5,,200,150,30,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-09,7.8,301,,,37,,,0.52,82,160,1.12,,63.8,73.4,54.2,,300,300,36,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-10,9.8,301,,,21,,,1.45,61,938,5.5,,39.9,45.4,34.4,,180,90,32,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-11,8.7,301,,,22,,,0.13,58,1727,0.26,,38.7,46.9,30.5,,290,290,32,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2009-12,9.6,301,,,-12,,,,40,3363,,,12.2,18,6.4,,310,310,31.1,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-01,9.4,0,,,-26,,,,35,5093,,,9.2,16.3,2,,320,120,32,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-02,7.6,0,,,-12,,,,37,6548,,,13,22.3,3.8,,340,330,25.1,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-03,9.4,0,,,6,,,,72,7449,,,35.9,44.2,27.7,,160,170,29.1,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-04,10.5,0,,,28,,,0.55,75,7863,1.17,,51.2,62.5,39.8,,150,150,36,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-05,10.5,41,,,30,,,0.72,91,8169,2.28,,55.8,66.2,45.5,,180,240,34.9,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-06,8.9,97,,,48,,,0.55,86,8210,2.91,,65.5,74.5,56.5,,160,150,34.9,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-07,8.5,309,,,55,,,1.29,92,0,5.78,,71.9,81.7,62,,160,160,44.1,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-08,10.3,509,,,50,,,2.46,89,10,7.2,,71.1,80,62.3,,10,10,40.9,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-09,10.3,509,,,40,,,2.6,74,275,6.26,,56.2,64.5,47.8,,320,310,33.1,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-10,10.3,513,,,23,,,1.28,84,757,3.12,,49.6,59.5,39.6,,270,270,47,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-11,11.2,513,,,-5,,,,65,1797,,,30.3,37.8,22.9,,310,320,34.9,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2010-12,,,,,,,,,,,,,,,,,50,40,32,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-01,,,,,,,,,,,,,,,,,320,340,31.1,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-02,11.4,,,,-20,,,,47,,,,11.6,20.8,2.5,,280,280,40.9,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-03,9.8,,,,-10,,,,45,,,,21.6,30.3,12.9,,290,290,40.9,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-04,,,,,,,,0.42,69,,1.5,,,49.6,,,220,230,38.9,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-05,11.6,,,,26,,,1.45,84,,4.74,,54.5,63.4,45.7,,270,270,38.9,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-06,10.1,,,,45,,,1.18,95,,2.81,,64.5,73.2,55.8,,150,110,33.1,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-07,8.1,,,,56,,,4.28,94,2,8.92,,74.3,83.7,64.9,,310,,49,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-08,7.8,,,,52,,,2.48,84,6,5.25,,69,78,59.9,,310,320,40.9,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-09,8.3,,,,32,,,0.41,87,234,0.87,,58.9,69.8,47.9,,340,340,36.9,69
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-10,10.3,,,,25,,,0.42,85,690,1.12,,50.8,60.6,40.9,,190,200,34.9,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-11,10.5,,,,7,,,0.07,59,1636,0.1,,33.4,41.6,25.3,,290,280,33.1,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2011-12,10.3,,,,-1,,,,49,2894,,,24.4,32.3,16.6,,330,330,31.1,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-01,11.2,0,,,-16,,,,55,4316,,,19.1,28,10.2,,320,320,38,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-02,9.6,0,,,-6,,,,44,5565,,,21.9,30.5,13.3,,80,100,30,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-03,11,2,,,-4,,,0.52,76,6288,0.88,,41.7,51.9,31.6,,140,140,38,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-04,11.9,2,,,22,,,1.94,73,6832,3.65,,46.8,56.6,37.1,,50,50,32,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-05,10.5,35,,,36,,,2.4,92,7056,5.51,,58.9,69.3,48.5,,360,10,36,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-06,8.7,150,,,44,,,1.2,91,7089,3.67,,67.7,78.3,57.1,,290,290,36.9,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-07,8.3,505,,,61,,,1.16,96,0,3.44,,76.5,86.5,66.4,,340,330,34.9,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-08,7.6,636,,,47,,,0.4,91,25,1.04,,68.4,79.4,57.4,,310,300,32,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-09,8.7,683,,,32,,,0.08,89,228,0.11,,59.8,73.2,46.4,,330,310,33.1,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-10,10.7,683,,,22,,,0.29,77,870,0.78,,44.3,53,35.6,,300,310,36,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-11,11,683,,,5,,,0.48,60,1870,0.65,,31.7,39.2,24.2,,310,310,36.9,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2012-12,8.7,683,,,-12,,,,50,3361,,,16.9,24.9,8.9,,300,290,36,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-01,11.2,0,,,-19,,,,40,5036,,,11,20.3,1.7,,310,310,38.9,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-02,8.9,0,,,-19,,,,34,6493,,,12.9,21.6,4.2,,330,330,28,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-03,9.8,0,,,-5,,,,42,7912,,,19.2,28.1,10.4,,330,300,29.1,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-04,11.6,0,,,10,,,0.22,70,8865,1.26,,33.2,40.6,25.9,,80,90,33.1,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-05,11,13,,,26,,,0.76,93,9202,3.65,,54.6,63.6,45.5,,290,280,36.9,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-06,9.2,118,,,43,,,1.39,86,9288,3.6,,65.6,74.3,57,,30,20,38.9,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-07,8.7,330,,,49,,,1.08,91,16,2.72,,71.3,80.4,62.2,,360,360,30,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-08,7.2,530,,,50,,,0.85,94,29,1.9,,71,81.7,60.3,,300,300,38,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-09,9.4,594,,,42,,,1.02,91,135,2.27,,63.6,73.5,53.7,,150,140,32,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-10,10.7,594,,,24,,,0.94,78,756,3.61,,45,51.9,38.1,,150,150,36.9,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-11,11.6,594,,,2,,,,54,1838,,,28.9,37.4,20.4,,160,150,36.9,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2013-12,9.6,594,,,-25,,,,38,3614,,,5.8,14.1,-2.4,,320,320,36,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-01,12.5,0,,,-25,,,,40,5492,,,4.4,15.4,-6.6,,320,310,38.9,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-02,11.4,0,,,-20,,,,39,7199,,,4,13.6,-5.5,,310,290,36,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-03,11.2,0,,,-18,,,,53,8554,,,21.3,30,12.6,,320,320,33.1,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-04,12.8,0,,,13,,,1.31,74,9324,3.28,,39.3,47.9,30.8,,100,150,32,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-05,10.1,45,,,32,,,1.28,87,9656,4.94,,55.5,65.1,45.9,,230,210,33.1,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-06,10.1,119,,,46,,,2.15,84,9694,5.98,,66.2,75,57.4,,150,150,36.9,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-07,10.1,245,,,51,,,0.89,91,23,3.15,,68.3,77.6,59.1,,300,300,42.9,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-08,7.4,388,,,50,,,1.48,83,33,5.29,,69.3,77.4,61.2,,220,230,38.9,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-09,9.8,407,,,36,,,0.64,80,225,2,,59.2,68.2,50.2,,300,300,35.1,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-10,11.2,407,,,24,,,0.33,72,776,0.73,,47.2,56.2,38.2,,320,290,35.1,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-11,12.3,407,,,-10,,,,54,2083,,,21.5,28.4,14.5,,340,350,33.1,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2014-12,11.4,407,,,-12,,,,46,3432,,,21.5,26.7,16.3,,160,160,28,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-01,11,0,,,-15,,,,40,4965,,,15.5,23.1,8,,320,340,33.1,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-02,10.7,0,,,-20,,,,36,6573,,,7.6,17,-1.8,,210,70,29.1,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-03,11.2,0,,,-17,,,,70,7608,,,31.6,41.1,22.2,,320,330,38.9,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-04,12.8,0,,,18,,,0.55,75,8173,1,,46.2,57.6,34.7,,280,280,38.9,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-05,10.7,8,,,34,,,1.07,82,8491,5.57,,54.7,64.8,44.6,,220,220,32,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-06,8.5,76,,,48,,,1.24,91,8520,3.72,,66.3,76.3,56.3,,180,170,36.9,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-07,9.4,257,,,50,,,2.12,87,13,4.69,,70.4,80.3,60.5,,170,170,33.1,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-08,9.6,386,,,46,,,1.51,89,57,4.82,,67.8,77.4,58.2,,290,290,31.1,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-09,10.1,493,,,41,,,0.78,86,144,0.85,,65.7,75.8,55.6,,150,90,30,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-10,11.4,499,,,28,,,1.31,88,630,1.98,,49.5,58.7,40.3,,290,290,40.9,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-11,11.2,499,,,10,,,0.62,66,1468,1.3,,37.1,44.7,29.4,,300,290,40,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2015-12,10.3,499,,,-6,,,,47,2711,,,24.9,30.7,19.1,,290,130,29.1,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-01,10.1,0,,,-21,,,,40,4303,,,13.6,20.9,6.4,,280,260,31.1,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-02,11.6,0,,,-14,,,,58,5558,,,21.8,29.4,14.1,,320,340,36.9,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-03,10.1,0,,,8,,,0.68,69,6397,1.29,,37.9,46.8,29,,310,290,32,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-04,13.2,0,,,16,,,0.51,82,7025,1.44,,44.1,53.8,34.3,,330,320,36.9,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-05,10.1,24,,,30,,,0.73,89,7264,2.09,,58.1,69.7,46.5,,120,120,32,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-06,10.5,135,,,41,,,0.77,92,7305,1.7,,67.3,77.8,56.8,,280,280,32,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-07,8.9,325,,,47,,,2.62,91,8,6.02,,70.9,80.8,60.9,,140,350,32,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-08,8.3,483,,,51,,,2.5,89,22,4.34,,69.6,79.2,60.1,,280,280,33.1,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-09,10.5,515,,,36,,,0.87,79,152,2.25,,61.7,70.2,53.2,,300,300,38,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-10,10.7,515,,,29,,,1.06,75,641,1.98,,49.3,57.7,40.8,,160,250,31.1,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-11,9.8,515,,,13,,,0.33,73,1376,0.67,,40.5,48.1,32.9,,360,360,38,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2016-12,13.2,515,,,-24,,,,38,2905,,,15.7,22.6,8.7,,200,200,38,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-01,10.1,0,,,-19,,,,40,4448,,,15.2,22.2,8.3,,310,300,32,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-02,11.2,0,,,-8,,,0.18,54,5552,0.29,,25.6,34.1,17.1,,310,310,33.1,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-03,11.4,0,,,-3,,,0.02,68,6636,0.02,,30.1,39.8,20.2,,290,300,44.1,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-04,10.7,0,,,26,,,0.78,75,7214,2.2,,45.7,55.4,36.1,,200,210,30,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-05,11,3,,,33,,,0.85,83,7509,2.1,,55.6,65.7,45.4,,290,300,32,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-06,10.1,93,,,44,,,2.77,89,7555,4.94,,66.5,77,55.9,,90,100,36,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-07,8.1,276,,,52,,,1.58,91,6,4.83,,70.7,80.4,61.1,,40,30,36.9,70
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-08,7.4,311,,,49,,,3,83,38,7.29,,65.1,74.2,56,,270,250,30,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-09,10.1,372,,,41,,,1.36,88,170,3.83,,62.6,72.5,52.8,,340,310,36.9,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-10,11.4,373,,,19,,,0.72,77,713,2.67,,47.5,57.1,37.9,,300,310,35.1,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-11,11.2,373,,,6,,,0.03,57,1776,0.06,,29.6,37.2,21.9,,290,290,33.1,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2017-12,10.7,373,,,-26,,,,49,3327,,,15,22.6,7.4,,310,330,38.9,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-01,11.2,0,,,-19,,,0,43,4732,0,,13,21.9,4.1,,160,170,35.1,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-02,10.1,0,,,-16,,,,46,6202,,,10.5,21.2,-0.1,,120,120,28,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-03,10.7,0,,,6,,,,49,7323,,,28.8,36.4,21.3,,90,110,32,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-04,10.5,2,,,4,,,,80,8195,,,36,46.3,25.8,,170,180,35.1,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-05,9.2,128,,,38,,,0.43,96,8297,0.72,,65.7,78.1,53.4,,180,190,33.1,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-06,9.8,328,,,52,,,2.45,93,8302,6.31,,71.5,80.9,62.2,,250,260,40,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-07,8.5,582,,,54,,,1.58,92,1,4.41,,73.1,82.6,63.7,,160,180,40.9,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-08,7.8,802,,,49,,,1.9,94,13,5.07,,71.7,80.8,62.7,,150,180,28,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-09,10.1,898,,,32,,,0.43,93,173,1.25,,62.9,71.7,54.1,,160,180,31.1,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-10,10.7,898,,,23,,,0.68,74,840,2.59,,43.5,51.2,35.8,,300,320,38,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-11,10.5,898,,,4,,,0.34,48,2025,0.46,,25.5,32,19,,330,310,25.1,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2018-12,9.6,898,,,-15,,,0.01,49,3316,0.02,,23.3,31.8,14.9,,360,350,28,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-01,10.3,0,,,-31,,,0.02,45,5052,0.02,,9,17.8,0.2,,300,300,38,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-02,9.8,0,,,-21,,,,31,6665,,,7.4,16.3,-1.5,,310,300,38.9,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-03,9.8,0,,,-17,,,0.88,54,7908,0.91,,24.9,33.6,16.2,,330,330,36,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-04,10.7,2,,,23,,,0.2,83,8495,0.66,,45.5,54.5,36.5,,60,50,36,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-05,10.3,16,,,33,,,0.92,89,8812,4.01,,55.2,65.7,44.7,,80,80,36,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-06,8.9,163,,,42,,,1.19,94,8838,2.99,,69,79.8,58.3,,260,260,35.1,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-07,7.8,448,,,51,,,1.33,93,1,3.96,,74.1,83.2,65.1,,160,300,31.1,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-08,8.3,593,,,50,,,0.61,87,13,2.38,,69.3,78.5,60.2,,270,280,28,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-09,10.7,645,,,36,,,1.57,86,157,7.3,,61.7,70.9,52.5,,310,310,44.1,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-10,12.3,645,,,18,,,1.13,73,871,3.24,,42,49.2,34.7,,350,20,38,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-11,10.7,645,,,-1,,,0.07,47,2003,0.27,,27.2,33.1,21.4,,150,90,30,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2019-12,9.4,645,,,-18,,,,39,3488,,,17.1,25,9.2,,320,320,25.9,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2020-01,10.3,0,,,-24,,,,36,5061,,,14.3,21.5,7,,310,310,36.9,49
USC00211263,"CANBY, MN US",1950-01,,0,29,3,-22,2,2.5,0.32,40,4760,0.66,4.5,4,15.2,-7.2,,,,,
USC00211263,"CANBY, MN US",1950-02,,0,6,0,-7,2,0,0,49,6032,0,0,19.5,30.1,9,,,,,
USC00211263,"CANBY, MN US",1950-03,,0,17,4,-7,3,3,0.84,64,7251,2.71,8,25.7,35.5,15.8,,,,,
USC00211263,"CANBY, MN US",1950-04,,0,8,4,12,4,3,1.08,73,8111,2.47,8,36.3,44.8,27.9,,,,,
USC00211263,"CANBY, MN US",1950-05,,32,0,0,26,0,0,0.85,96,8461,4.71,0,54.7,65.9,43.5,,,,,
USC00211263,"CANBY, MN US",1950-06,,173,0,0,39,0,0,0.19,96,8498,0.57,0,68.6,82.4,54.7,,,,,
USC00211263,"CANBY, MN US",1950-07,,331,0,0,45,0,0,0.64,93,13,1.81,0,69.7,82.3,57,,,,,
USC00211263,"CANBY, MN US",1950-08,,449,0,0,35,0,0,0.17,97,68,0.57,0,67.1,81.2,53,,,,,
USC00211263,"CANBY, MN US",1950-09,,489,0,0,36,0,0,1.26,92,179,2.01,0,62.6,76.5,48.7,,,,,
USC00211263,"CANBY, MN US",1950-10,,498,0,0,25,0,0,1.03,90,554,2.16,0,53.2,66.4,40,,,,,
USC00211263,"CANBY, MN US",1950-11,,498,9,2,-9,2,2,0.25,70,1669,0.65,3,26.9,38.1,15.7,,,,,
USC00211263,"CANBY, MN US",1950-12,,498,30,6,-27,6,4,0.36,45,3153,0.92,10,13.8,25.1,2.5,,,,,
USC00211263,"CANBY, MN US",1951-01,,0,31,4,-28,6,2,0.19,42,4872,0.49,5,9.6,20,-0.9,,,,,
USC00211263,"CANBY, MN US",1951-02,,0,21,2,-22,8,8,0.82,51,6116,1.08,10,20.6,31.6,9.6,,,,,
USC00211263,"CANBY, MN US",1951-03,,0,31,9,-16,32,9,0.86,44,7526,3.62,36,18,27.8,8.1,,,,,
USC00211263,"CANBY, MN US",1951-04,,0,9,0,22,8,0,0.48,81,8270,2.39,0,40.2,50.1,30.2,,,,,
USC00211263,"CANBY, MN US",1951-05,,13,0,0,33,0,0,0.48,84,8415,2.68,0,60.6,72.7,48.6,,,,,
USC00211263,"CANBY, MN US",1951-06,,54,0,0,34,0,0,1,87,8530,4.4,0,62.5,74.6,50.4,,,,,
USC00211263,"CANBY, MN US",1951-07,,239,0,0,48,0,0,1.68,94,20,2.88,0,70.3,82.3,58.3,,,,,
USC00211263,"CANBY, MN US",1951-08,,358,0,0,43,0,0,2.6,91,52,6.24,0,67.8,79.6,56.1,,,,,
USC00211263,"CANBY, MN US",1951-09,,363,0,0,28,0,0,0.33,85,319,0.85,0,56.3,68.3,44.2,,,,,
USC00211263,"CANBY, MN US",1951-10,,377,3,2,12,3,3,0.55,91,885,1.76,5,47.2,58.2,36.2,,,,,
USC00211263,"CANBY, MN US",1951-11,,377,12,1,-4,2,2,0.37,59,1974,0.56,2.6,27.2,37.7,16.8,,,,,
USC00211263,"CANBY, MN US",1951-12,,377,24,8,-16,6,2,0.52,57,3504,1.84,12,13.8,23.3,4.3,,,,,
USC00211263,"CANBY, MN US",1952-01,,0,31,4,-23,10,5,0.8,42,5116,1.68,13,13,23.5,2.5,,,,,
USC00211263,"CANBY, MN US",1952-02,,0,29,4,-12,14,10,0.95,48,6292,1.87,15,22.9,30.8,14.9,,,,,
USC00211263,"CANBY, MN US",1952-03,,0,31,4,-11,15,7,0.75,47,7612,2.61,17,22.4,30.8,14,,,,,
USC00211263,"CANBY, MN US",1952-04,,20,6,0,20,3,0,0.6,89,8110,0.6,0,48.3,60.4,36.3,,,,,
USC00211263,"CANBY, MN US",1952-05,,54,0,0,33,0,0,0.67,92,8371,2.26,0,57.7,69.7,45.6,,,,,
USC00211263,"CANBY, MN US",1952-06,,225,0,0,40,0,0,2.12,96,8400,7.14,0,69.7,82.3,57.2,,,,,
USC00211263,"CANBY, MN US",1952-07,,495,0,0,47,0,0,0.99,93,1,2.52,0,74,86.5,61.4,,,,,
USC00211263,"CANBY, MN US",1952-08,,684,0,0,47,0,0,0.7,96,20,1.18,0,70.5,83.5,57.5,,,,,
USC00211263,"CANBY, MN US",1952-09,,829,0,0,31,0,0,0.48,95,164,0.66,0,65,79.4,50.7,,,,,
USC00211263,"CANBY, MN US",1952-10,,829,0,0,14,0,0,0,78,679,0,0,46.8,62,31.7,,,,,
USC00211263,"CANBY, MN US",1952-11,,829,6,2,1,5,3,0.34,75,1565,1,5.5,35.4,46.2,24.7,,,,,
USC00211263,"CANBY, MN US",1952-12,,829,24,1,1,5,4,0.35,49,2867,0.47,4.9,23,30.8,15.3,,,,,
USC00211263,"CANBY, MN US",1953-01,,0,31,4,-21,8,5,0.61,44,4364,1.36,14,16.7,26.8,6.6,,,,,
USC00211263,"CANBY, MN US",1953-02,,0,28,4,-12,17,11,1.2,45,5596,2.3,18.5,21,29.8,12.2,,,,,
USC00211263,"CANBY, MN US",1953-03,,0,17,2,0,11,2,0.46,60,6638,1.14,4,31.4,41.1,21.6,,,,,
USC00211263,"CANBY, MN US",1953-04,,0,1,1,11,1,1,1.33,80,7382,4.71,1,40.2,51,29.4,,,,,
USC00211263,"CANBY, MN US",1953-05,,40,0,0,27,0,0,0.72,92,7658,3.26,0,57.3,69.8,44.7,,,,,
USC00211263,"CANBY, MN US",1953-06,,220,0,0,37,0,0,1.96,98,7703,8.71,0,69.5,81.3,57.7,,,,,
USC00211263,"CANBY, MN US",1953-07,,444,0,0,47,0,0,2.4,94,9,6.55,0,71.9,84.5,59.3,,,,,
USC00211263,"CANBY, MN US",1953-08,,693,0,0,53,0,0,1.17,93,13,3.49,0,72.9,84.2,61.7,,,,,
USC00211263,"CANBY, MN US",1953-09,,764,0,0,33,0,0,0.13,94,154,0.25,0,62.7,76.5,48.8,,,,,
USC00211263,"CANBY, MN US",1953-10,,808,0,0,28,0,0,0.13,92,446,0.31,0,57,70.5,43.5,,,,,
USC00211263,"CANBY, MN US",1953-11,,808,6,2,12,3,2.5,0.78,75,1235,1.38,4,38.7,49.1,28.3,,,,,
USC00211263,"CANBY, MN US",1953-12,,808,29,5,-17,11,6,0.76,42,2608,1.54,13.9,20.7,30.5,11,,,,,
