,Name,Date,Total Monthly Precipitation,Total Montly Snowfall (mm),Avg Monthly Temp,Monthly Mean Max Temp,Monthly Mean Min Temp
905,"WINNIBIGOSHISH DAM, MN US",1972-08,3.44,0.0,66.7,78.4,55.1
906,"WINNIBIGOSHISH DAM, MN US",1972-09,3.49,0.0,54.0,64.7,43.3
907,"WINNIBIGOSHISH DAM, MN US",1972-10,1.89,0.0,41.7,50.5,32.8
908,"WINNIBIGOSHISH DAM, MN US",1972-11,0.21,0.5,27.2,32.9,21.4
909,"WINNIBIGOSHISH DAM, MN US",1972-12,1.35,13.0,6.4,15.5,-2.7
910,"WINNIBIGOSHISH DAM, MN US",1973-01,0.16,0.5,11.6,22.9,0.3
911,"WINNIBIGOSHISH DAM, MN US",1973-02,0.01,0.0,14.9,26.7,3.0
912,"WINNIBIGOSHISH DAM, MN US",1973-03,0.97,0.0,35.3,45.2,25.5
913,"WINNIBIGOSHISH DAM, MN US",1973-04,1.23,0.0,41.4,54.5,28.3
914,"WINNIBIGOSHISH DAM, MN US",1973-05,1.47,0.0,53.2,66.4,40.1
915,"WINNIBIGOSHISH DAM, MN US",1973-06,3.21,0.0,64.1,76.4,51.7
916,"WINNIBIGOSHISH DAM, MN US",1973-07,4.88,0.0,68.5,80.4,56.6
917,"WINNIBIGOSHISH DAM, MN US",1973-08,1.61,0.0,69.4,80.3,58.4
918,"WINNIBIGOSHISH DAM, MN US",1973-09,2.88,0.0,55.7,66.3,45.1
919,"WINNIBIGOSHISH DAM, MN US",1973-10,3.82,0.0,50.2,59.5,40.8
920,"WINNIBIGOSHISH DAM, MN US",1973-11,1.37,,28.0,35.3,20.7
921,"WINNIBIGOSHISH DAM, MN US",1973-12,0.63,,12.2,21.1,3.4
922,"WINNIBIGOSHISH DAM, MN US",1974-01,0.53,,5.6,17.3,-6.1
923,"WINNIBIGOSHISH DAM, MN US",1974-02,0.46,3.0,12.7,26.3,-0.8
924,"WINNIBIGOSHISH DAM, MN US",1974-03,0.80,,21.9,33.2,10.6
925,"WINNIBIGOSHISH DAM, MN US",1974-04,2.53,6.5,40.9,53.5,28.3
926,"WINNIBIGOSHISH DAM, MN US",1974-05,4.35,0.0,50.1,61.2,39.0
927,"WINNIBIGOSHISH DAM, MN US",1974-06,3.34,0.0,64.0,76.8,51.2
928,"WINNIBIGOSHISH DAM, MN US",1974-07,5.31,0.0,72.5,84.2,60.8
929,"WINNIBIGOSHISH DAM, MN US",1974-08,4.21,0.0,64.5,74.8,54.3
930,"WINNIBIGOSHISH DAM, MN US",1974-09,0.63,0.0,52.2,64.0,40.5
931,"WINNIBIGOSHISH DAM, MN US",1974-10,1.84,1.5,45.8,56.7,34.8
932,"WINNIBIGOSHISH DAM, MN US",1974-11,1.82,3.0,30.6,37.9,23.4
933,"WINNIBIGOSHISH DAM, MN US",1974-12,0.90,9.0,20.4,28.3,12.5
934,"WINNIBIGOSHISH DAM, MN US",1975-01,3.31,29.0,10.4,20.2,0.5
935,"WINNIBIGOSHISH DAM, MN US",1975-02,0.25,4.5,11.6,23.6,-0.4
936,"WINNIBIGOSHISH DAM, MN US",1975-03,1.76,18.0,19.0,31.2,6.9
937,"WINNIBIGOSHISH DAM, MN US",1975-04,2.26,0.0,34.2,44.3,24.0
938,"WINNIBIGOSHISH DAM, MN US",1975-05,2.39,0.0,57.3,71.7,42.9
939,"WINNIBIGOSHISH DAM, MN US",1975-06,4.72,0.0,63.6,74.6,52.5
940,"WINNIBIGOSHISH DAM, MN US",1975-07,4.57,0.0,72.9,84.0,61.7
941,"WINNIBIGOSHISH DAM, MN US",1975-08,1.48,0.0,66.1,77.0,55.3
942,"WINNIBIGOSHISH DAM, MN US",1975-09,3.91,0.0,53.8,63.6,44.0
943,"WINNIBIGOSHISH DAM, MN US",1975-10,2.18,0.0,47.6,58.2,37.1
944,"WINNIBIGOSHISH DAM, MN US",1975-11,1.41,4.0,31.1,40.4,21.9
945,"WINNIBIGOSHISH DAM, MN US",1975-12,0.74,6.5,12.0,21.1,2.8
946,"WINNIBIGOSHISH DAM, MN US",1976-01,1.09,11.0,5.3,16.9,-6.2
947,"WINNIBIGOSHISH DAM, MN US",1976-02,0.47,5.0,21.3,33.2,9.4
948,"WINNIBIGOSHISH DAM, MN US",1976-03,1.91,17.5,22.8,35.0,10.7
949,"WINNIBIGOSHISH DAM, MN US",1976-04,0.50,0.0,46.2,60.5,31.9
950,"WINNIBIGOSHISH DAM, MN US",1976-05,0.46,0.0,54.7,69.7,39.7
951,"WINNIBIGOSHISH DAM, MN US",1976-06,8.27,0.0,67.0,80.4,53.7
952,"WINNIBIGOSHISH DAM, MN US",1976-07,2.24,0.0,70.1,83.3,56.9
953,"WINNIBIGOSHISH DAM, MN US",1976-08,1.29,0.0,68.6,82.6,54.6
954,"WINNIBIGOSHISH DAM, MN US",1976-09,0.52,0.0,57.2,71.2,43.2
955,"WINNIBIGOSHISH DAM, MN US",1976-10,0.39,0.0,39.4,50.1,28.8
956,"WINNIBIGOSHISH DAM, MN US",1976-11,0.26,3.0,22.7,31.5,13.8
957,"WINNIBIGOSHISH DAM, MN US",1977-01,0.64,9.0,-2.9,6.7,-12.5
958,"WINNIBIGOSHISH DAM, MN US",1977-02,1.39,10.0,16.7,28.2,5.3
959,"WINNIBIGOSHISH DAM, MN US",1977-03,1.57,8.5,32.3,43.7,20.8
960,"WINNIBIGOSHISH DAM, MN US",1977-04,1.93,1.0,46.5,60.6,32.4
961,"WINNIBIGOSHISH DAM, MN US",1977-05,3.26,0.0,64.2,78.8,49.6
962,"WINNIBIGOSHISH DAM, MN US",1977-06,4.42,0.0,64.7,76.8,52.5
963,"WINNIBIGOSHISH DAM, MN US",1977-07,3.52,0.0,70.2,82.1,58.3
964,"WINNIBIGOSHISH DAM, MN US",1977-08,5.22,0.0,60.4,71.7,49.1
965,"WINNIBIGOSHISH DAM, MN US",1977-09,4.47,0.0,55.4,63.9,46.9
966,"WINNIBIGOSHISH DAM, MN US",1977-10,2.20,0.0,46.2,56.7,35.6
967,"WINNIBIGOSHISH DAM, MN US",1977-11,3.77,11.0,27.6,35.3,19.9
968,"WINNIBIGOSHISH DAM, MN US",1977-12,1.29,4.5,10.2,18.2,2.2
969,"WINNIBIGOSHISH DAM, MN US",1978-01,0.49,7.0,2.4,12.8,-7.9
970,"WINNIBIGOSHISH DAM, MN US",1978-02,0.47,6.5,6.9,19.9,-6.1
971,"WINNIBIGOSHISH DAM, MN US",1978-03,0.53,5.1,23.7,36.3,11.1
972,"WINNIBIGOSHISH DAM, MN US",1978-04,1.48,2.0,39.7,51.4,28.0
973,"WINNIBIGOSHISH DAM, MN US",1978-05,4.36,0.0,57.1,70.8,43.5
974,"WINNIBIGOSHISH DAM, MN US",1978-06,3.07,0.0,63.1,75.7,50.6
975,"WINNIBIGOSHISH DAM, MN US",1978-07,9.10,0.0,66.9,77.3,56.6
976,"WINNIBIGOSHISH DAM, MN US",1978-08,7.28,0.0,66.9,78.0,55.9
977,"WINNIBIGOSHISH DAM, MN US",1978-09,3.66,0.0,59.9,69.9,50.0
978,"WINNIBIGOSHISH DAM, MN US",1978-10,0.66,0.0,46.1,55.5,36.6
979,"WINNIBIGOSHISH DAM, MN US",1978-11,1.33,9.1,25.6,35.2,16.0
980,"WINNIBIGOSHISH DAM, MN US",1978-12,1.20,12.5,7.2,18.0,-3.5
981,"WINNIBIGOSHISH DAM, MN US",1979-01,0.71,9.5,-3.2,7.9,-14.4
982,"WINNIBIGOSHISH DAM, MN US",1979-02,1.63,14.4,4.1,15.7,-7.5
983,"WINNIBIGOSHISH DAM, MN US",1979-03,3.18,20.0,24.0,34.0,14.0
984,"WINNIBIGOSHISH DAM, MN US",1979-04,1.27,3.5,36.1,47.4,24.8
985,"WINNIBIGOSHISH DAM, MN US",1979-05,2.66,0.0,48.2,59.3,37.1
986,"WINNIBIGOSHISH DAM, MN US",1979-06,3.87,0.0,61.7,74.6,48.8
987,"WINNIBIGOSHISH DAM, MN US",1979-07,2.83,0.0,68.9,80.6,57.2
988,"WINNIBIGOSHISH DAM, MN US",1979-08,1.31,0.0,63.7,74.5,52.8
989,"WINNIBIGOSHISH DAM, MN US",1979-09,0.83,0.0,58.8,70.1,47.5
990,"WINNIBIGOSHISH DAM, MN US",1979-10,4.05,0.0,42.6,51.7,33.5
991,"WINNIBIGOSHISH DAM, MN US",1979-11,1.35,0.0,27.3,34.0,20.5
992,"WINNIBIGOSHISH DAM, MN US",1979-12,0.23,3.0,20.0,28.6,11.4
993,"WINNIBIGOSHISH DAM, MN US",1980-01,1.36,15.0,6.4,16.6,-3.8
994,"WINNIBIGOSHISH DAM, MN US",1980-02,0.87,7.0,9.9,20.6,-0.9
995,"WINNIBIGOSHISH DAM, MN US",1980-03,1.50,15.5,19.7,33.2,6.3
996,"WINNIBIGOSHISH DAM, MN US",1980-04,0.19,1.0,45.0,59.7,30.4
997,"WINNIBIGOSHISH DAM, MN US",1980-05,0.59,0.0,59.6,75.8,43.3
998,"WINNIBIGOSHISH DAM, MN US",1980-06,3.87,0.0,63.4,75.8,51.1
999,"WINNIBIGOSHISH DAM, MN US",1980-07,1.88,0.0,68.8,80.8,56.8
1000,"WINNIBIGOSHISH DAM, MN US",1980-08,6.21,0.0,65.3,75.3,55.4
1001,"WINNIBIGOSHISH DAM, MN US",1980-09,2.98,0.0,54.2,64.3,44.1
1002,"WINNIBIGOSHISH DAM, MN US",1980-10,1.64,0.0,40.7,48.6,32.8
1003,"WINNIBIGOSHISH DAM, MN US",1980-11,1.29,2.5,30.1,37.5,22.8
1004,"WINNIBIGOSHISH DAM, MN US",1980-12,0.51,4.0,11.0,20.9,1.1
1005,"WINNIBIGOSHISH DAM, MN US",1981-01,0.13,2.5,11.2,22.8,-0.3
1006,"WINNIBIGOSHISH DAM, MN US",1981-02,0.54,5.0,18.6,28.7,8.6
1007,"WINNIBIGOSHISH DAM, MN US",1981-03,1.36,3.0,31.2,42.5,19.7
1008,"WINNIBIGOSHISH DAM, MN US",1981-04,2.69,1.0,42.4,53.7,31.0
1009,"WINNIBIGOSHISH DAM, MN US",1981-05,1.61,0.0,53.7,66.9,40.5
1010,"WINNIBIGOSHISH DAM, MN US",1981-06,6.72,0.0,62.0,72.0,51.9
1011,"WINNIBIGOSHISH DAM, MN US",1981-07,3.89,0.0,68.0,78.5,57.5
1012,"WINNIBIGOSHISH DAM, MN US",1981-08,3.92,0.0,66.2,76.0,56.4
1013,"WINNIBIGOSHISH DAM, MN US",1981-09,3.63,0.0,55.7,65.8,45.7
1014,"WINNIBIGOSHISH DAM, MN US",1981-10,4.56,3.3,43.7,51.4,36.0
1015,"WINNIBIGOSHISH DAM, MN US",1981-11,0.45,6.0,34.4,41.6,27.1
1016,"WINNIBIGOSHISH DAM, MN US",1982-01,1.36,,-2.9,10.2,-16.1
1017,"WINNIBIGOSHISH DAM, MN US",1982-02,0.57,6.0,10.7,20.2,1.3
1018,"WINNIBIGOSHISH DAM, MN US",1982-03,2.48,,22.0,32.0,12.1
1019,"WINNIBIGOSHISH DAM, MN US",1982-04,2.22,6.0,36.6,48.9,24.2
1020,"WINNIBIGOSHISH DAM, MN US",1982-05,4.13,0.0,56.6,68.4,44.8
1021,"WINNIBIGOSHISH DAM, MN US",1982-06,2.27,0.0,57.3,68.4,46.1
1022,"WINNIBIGOSHISH DAM, MN US",1982-07,5.46,0.0,67.7,78.8,56.7
1023,"WINNIBIGOSHISH DAM, MN US",1982-08,2.64,0.0,64.0,73.7,54.3
1024,"WINNIBIGOSHISH DAM, MN US",1982-09,2.52,0.0,56.4,66.3,46.5
1025,"WINNIBIGOSHISH DAM, MN US",1982-10,4.48,0.0,45.9,53.5,38.4
1026,"WINNIBIGOSHISH DAM, MN US",1982-11,1.83,4.9,24.0,31.1,16.9
1027,"WINNIBIGOSHISH DAM, MN US",1982-12,0.21,1.5,19.1,26.4,11.9
1028,"WINNIBIGOSHISH DAM, MN US",1983-01,0.94,9.0,12.8,20.7,4.9
1029,"WINNIBIGOSHISH DAM, MN US",1983-02,0.48,3.5,20.3,27.6,13.1
1030,"WINNIBIGOSHISH DAM, MN US",1983-03,1.22,1.0,28.9,36.6,21.3
1031,"WINNIBIGOSHISH DAM, MN US",1983-04,0.77,2.0,40.0,50.6,29.3
1032,"WINNIBIGOSHISH DAM, MN US",1983-05,2.24,1.0,49.8,62.7,36.9
1033,"WINNIBIGOSHISH DAM, MN US",1983-06,5.13,0.0,62.7,73.5,52.0
1034,"WINNIBIGOSHISH DAM, MN US",1983-07,5.34,0.0,71.0,81.1,60.8
1035,"WINNIBIGOSHISH DAM, MN US",1983-08,4.27,0.0,70.1,80.1,60.1
1036,"WINNIBIGOSHISH DAM, MN US",1983-09,2.81,0.0,58.0,66.8,49.2
1037,"WINNIBIGOSHISH DAM, MN US",1983-10,3.05,0.0,43.3,50.8,35.9
1038,"WINNIBIGOSHISH DAM, MN US",1983-11,2.88,14.0,28.7,32.5,24.9
1039,"WINNIBIGOSHISH DAM, MN US",1983-12,1.14,9.5,-0.6,8.6,-9.8
1040,"WINNIBIGOSHISH DAM, MN US",1984-01,0.58,6.1,7.8,18.3,-2.7
1041,"WINNIBIGOSHISH DAM, MN US",1984-02,0.61,1.1,24.3,32.4,16.2
1042,"WINNIBIGOSHISH DAM, MN US",1984-03,0.54,6.0,21.4,32.7,10.1
1043,"WINNIBIGOSHISH DAM, MN US",1984-04,1.42,0.0,44.2,57.3,31.1
1044,"WINNIBIGOSHISH DAM, MN US",1984-05,2.47,0.0,53.5,66.1,40.9
1045,"WINNIBIGOSHISH DAM, MN US",1984-06,5.80,0.0,64.8,76.1,53.5
1046,"WINNIBIGOSHISH DAM, MN US",1984-07,1.74,0.0,68.8,81.1,56.5
1047,"WINNIBIGOSHISH DAM, MN US",1984-08,1.67,0.0,70.8,83.6,58.1
1048,"WINNIBIGOSHISH DAM, MN US",1984-09,2.23,0.0,52.8,62.7,43.0
1049,"WINNIBIGOSHISH DAM, MN US",1984-10,5.99,0.0,48.2,57.3,39.1
1050,"WINNIBIGOSHISH DAM, MN US",1984-11,0.77,5.0,28.9,37.0,20.7
1051,"WINNIBIGOSHISH DAM, MN US",1984-12,1.20,4.5,11.8,22.6,0.9
1052,"WINNIBIGOSHISH DAM, MN US",1985-01,0.23,2.0,7.2,18.1,-3.6
1053,"WINNIBIGOSHISH DAM, MN US",1985-02,0.54,8.0,9.9,21.4,-1.5
1054,"WINNIBIGOSHISH DAM, MN US",1985-03,1.26,15.0,30.6,40.6,20.6
1055,"WINNIBIGOSHISH DAM, MN US",1985-04,3.27,0.0,44.4,56.9,31.8
1056,"WINNIBIGOSHISH DAM, MN US",1985-05,6.03,0.0,58.4,71.5,45.4
1057,"WINNIBIGOSHISH DAM, MN US",1985-06,2.35,0.0,59.3,70.4,48.2
1058,"WINNIBIGOSHISH DAM, MN US",1985-07,3.78,0.0,67.6,79.1,56.0
1059,"WINNIBIGOSHISH DAM, MN US",1985-08,4.00,0.0,62.6,72.8,52.5
1060,"WINNIBIGOSHISH DAM, MN US",1985-09,2.07,0.0,55.1,64.6,45.6
1061,"WINNIBIGOSHISH DAM, MN US",1985-10,1.96,0.0,44.5,54.4,34.5
1062,"WINNIBIGOSHISH DAM, MN US",1985-11,1.97,14.5,19.1,27.0,11.1
1063,"WINNIBIGOSHISH DAM, MN US",1985-12,0.88,13.0,2.3,11.7,-7.0
1064,"WINNIBIGOSHISH DAM, MN US",1986-01,0.54,6.5,13.5,23.3,3.9
1065,"WINNIBIGOSHISH DAM, MN US",1986-02,0.84,7.0,12.9,23.2,2.7
1066,"WINNIBIGOSHISH DAM, MN US",1986-03,0.40,4.0,28.9,41.8,15.9
1067,"WINNIBIGOSHISH DAM, MN US",1986-04,4.81,0.0,45.9,57.8,33.9
1068,"WINNIBIGOSHISH DAM, MN US",1986-05,2.22,0.0,57.1,70.6,43.7
1069,"WINNIBIGOSHISH DAM, MN US",1986-06,5.06,0.0,64.8,76.4,53.2
1070,"WINNIBIGOSHISH DAM, MN US",1986-07,4.98,0.0,70.1,80.1,60.0
1071,"WINNIBIGOSHISH DAM, MN US",1986-08,4.97,0.0,63.6,73.9,53.3
1072,"WINNIBIGOSHISH DAM, MN US",1986-09,4.44,0.0,55.6,64.6,46.7
1073,"WINNIBIGOSHISH DAM, MN US",1986-10,0.58,0.0,45.9,55.3,36.4
1074,"WINNIBIGOSHISH DAM, MN US",1986-11,1.67,2.0,23.7,32.6,14.8
1075,"WINNIBIGOSHISH DAM, MN US",1986-12,0.41,4.0,18.3,28.3,8.3
1076,"WINNIBIGOSHISH DAM, MN US",1987-01,0.51,6.0,14.6,25.1,4.1
1077,"WINNIBIGOSHISH DAM, MN US",1987-02,0.29,3.5,26.2,35.5,16.8
1078,"WINNIBIGOSHISH DAM, MN US",1987-03,1.37,3.5,32.7,43.7,21.8
1079,"WINNIBIGOSHISH DAM, MN US",1987-04,0.16,0.0,50.1,66.3,33.9
1080,"WINNIBIGOSHISH DAM, MN US",1987-05,6.39,0.0,58.1,70.7,45.4
1081,"WINNIBIGOSHISH DAM, MN US",1987-06,0.86,0.0,67.9,81.6,54.1
1082,"WINNIBIGOSHISH DAM, MN US",1987-07,8.90,0.0,70.8,81.9,59.7
1083,"WINNIBIGOSHISH DAM, MN US",1987-08,3.81,0.0,65.7,76.0,55.5
1084,"WINNIBIGOSHISH DAM, MN US",1987-09,3.42,0.0,58.2,68.4,48.0
1085,"WINNIBIGOSHISH DAM, MN US",1987-10,0.84,2.0,42.2,51.5,32.8
1086,"WINNIBIGOSHISH DAM, MN US",1987-11,0.82,0.0,33.5,41.0,26.1
1087,"WINNIBIGOSHISH DAM, MN US",1987-12,0.85,10.0,20.9,27.6,14.3
1088,"WINNIBIGOSHISH DAM, MN US",1988-01,0.76,18.5,,,
1089,"WINNIBIGOSHISH DAM, MN US",1988-02,0.08,4.5,,,
1090,"WINNIBIGOSHISH DAM, MN US",1988-03,2.24,12.5,,,
1091,"WINNIBIGOSHISH DAM, MN US",1988-04,0.40,0.0,41.7,55.7,27.7
1092,"WINNIBIGOSHISH DAM, MN US",1988-05,0.67,0.0,60.7,74.9,46.5
1093,"WINNIBIGOSHISH DAM, MN US",1988-06,2.59,0.0,69.2,83.7,54.6
1094,"WINNIBIGOSHISH DAM, MN US",1988-07,1.95,0.0,71.5,85.3,57.8
1095,"WINNIBIGOSHISH DAM, MN US",1988-08,9.70,0.0,68.8,79.9,57.8
1096,"WINNIBIGOSHISH DAM, MN US",1988-09,4.57,0.0,58.1,67.9,48.3
1097,"WINNIBIGOSHISH DAM, MN US",1988-11,2.22,15.0,,,22.0
1098,"WINNIBIGOSHISH DAM, MN US",1988-12,0.91,,,,0.7
1099,"WINNIBIGOSHISH DAM, MN US",1989-01,1.64,17.6,10.3,24.0,-3.3
1100,"WINNIBIGOSHISH DAM, MN US",1989-02,0.15,1.9,1.4,16.5,-13.8
1101,"WINNIBIGOSHISH DAM, MN US",1989-03,1.01,13.7,,,
1102,"WINNIBIGOSHISH DAM, MN US",1989-04,1.55,11.0,,,
1103,"WINNIBIGOSHISH DAM, MN US",1989-05,3.44,0.0,54.7,68.3,41.1
1104,"WINNIBIGOSHISH DAM, MN US",1989-06,5.26,0.0,63.2,76.3,50.2
1105,"WINNIBIGOSHISH DAM, MN US",1989-07,3.23,0.0,71.3,84.5,58.1
1106,"WINNIBIGOSHISH DAM, MN US",1989-08,4.85,0.0,67.4,79.8,54.8
1107,"WINNIBIGOSHISH DAM, MN US",1989-09,3.85,0.0,58.1,69.2,47.0
1108,"WINNIBIGOSHISH DAM, MN US",1989-10,1.40,0.0,,,
1109,"WINNIBIGOSHISH DAM, MN US",1989-11,0.77,,,,
1110,"WINNIBIGOSHISH DAM, MN US",1989-12,0.49,3.5,,,
1111,"WINNIBIGOSHISH DAM, MN US",1990-01,0.59,5.6,,,
1112,"WINNIBIGOSHISH DAM, MN US",1990-02,0.69,8.5,,,
1113,"WINNIBIGOSHISH DAM, MN US",1990-03,1.78,,,,
1114,"WINNIBIGOSHISH DAM, MN US",1990-04,1.34,2.0,,,
1115,"WINNIBIGOSHISH DAM, MN US",1990-05,0.72,0.0,51.6,65.8,37.4
1116,"WINNIBIGOSHISH DAM, MN US",1990-06,4.85,0.0,65.2,76.1,54.3
1117,"WINNIBIGOSHISH DAM, MN US",1990-07,1.14,0.0,67.6,78.3,57.0
1118,"WINNIBIGOSHISH DAM, MN US",1990-08,2.51,0.0,66.9,78.3,55.4
1119,"WINNIBIGOSHISH DAM, MN US",1990-09,1.64,0.0,,,
1120,"WINNIBIGOSHISH DAM, MN US",1990-10,3.66,3.0,,,
1121,"WINNIBIGOSHISH DAM, MN US",1990-11,0.38,2.0,,,
1122,"WINNIBIGOSHISH DAM, MN US",1990-12,0.83,8.9,,,
1123,"WINNIBIGOSHISH DAM, MN US",1991-01,0.52,4.0,,,
1124,"WINNIBIGOSHISH DAM, MN US",1991-02,0.96,15.9,,,
1125,"WINNIBIGOSHISH DAM, MN US",1991-03,1.00,5.0,,,
1126,"WINNIBIGOSHISH DAM, MN US",1991-04,2.87,0.0,,,
1127,"WINNIBIGOSHISH DAM, MN US",1991-05,5.01,0.0,59.0,69.8,48.2
1128,"WINNIBIGOSHISH DAM, MN US",1991-06,1.48,0.0,67.5,79.5,55.5
1129,"WINNIBIGOSHISH DAM, MN US",1991-07,3.34,0.0,67.7,76.9,58.5
1130,"WINNIBIGOSHISH DAM, MN US",1991-08,2.59,0.0,69.7,80.7,58.7
1131,"WINNIBIGOSHISH DAM, MN US",1991-09,4.87,0.0,,,
1132,"WINNIBIGOSHISH DAM, MN US",1991-10,1.25,0.0,,,
1133,"WINNIBIGOSHISH DAM, MN US",1991-11,1.75,17.0,,,
1134,"WINNIBIGOSHISH DAM, MN US",1991-12,0.65,6.5,,,
1135,"WINNIBIGOSHISH DAM, MN US",1992-01,0.45,4.6,,,
1136,"WINNIBIGOSHISH DAM, MN US",1992-02,0.83,8.7,,,
1137,"WINNIBIGOSHISH DAM, MN US",1992-03,1.07,4.0,,,
1138,"WINNIBIGOSHISH DAM, MN US",1992-04,1.29,,,,
1139,"WINNIBIGOSHISH DAM, MN US",1992-05,0.92,0.0,57.2,69.5,44.9
1140,"WINNIBIGOSHISH DAM, MN US",1992-06,2.95,0.0,60.1,70.4,49.7
1141,"WINNIBIGOSHISH DAM, MN US",1992-07,4.71,0.0,60.8,69.4,52.2
1142,"WINNIBIGOSHISH DAM, MN US",1992-08,5.75,0.0,62.4,72.0,52.8
1143,"WINNIBIGOSHISH DAM, MN US",1992-09,3.15,0.0,,,
1144,"WINNIBIGOSHISH DAM, MN US",1992-10,0.11,0.0,,,
1145,"WINNIBIGOSHISH DAM, MN US",1992-11,1.20,13.9,,,
1146,"WINNIBIGOSHISH DAM, MN US",1992-12,1.62,16.9,,,
1147,"WINNIBIGOSHISH DAM, MN US",1993-01,0.94,11.5,,,
1148,"WINNIBIGOSHISH DAM, MN US",1993-02,0.08,1.0,,,
1149,"WINNIBIGOSHISH DAM, MN US",1993-03,0.88,3.0,,,
1150,"WINNIBIGOSHISH DAM, MN US",1993-04,2.52,0.0,,,
1151,"WINNIBIGOSHISH DAM, MN US",1993-05,3.36,0.0,54.2,65.0,43.5
1152,"WINNIBIGOSHISH DAM, MN US",1993-06,3.22,0.0,60.0,69.4,50.7
1153,"WINNIBIGOSHISH DAM, MN US",1993-07,7.64,0.0,64.7,72.3,57.1
1154,"WINNIBIGOSHISH DAM, MN US",1993-08,3.88,0.0,65.9,74.6,57.2
1155,"WINNIBIGOSHISH DAM, MN US",1993-09,2.27,0.0,,,
1156,"WINNIBIGOSHISH DAM, MN US",1993-10,0.69,0.0,,,
1157,"WINNIBIGOSHISH DAM, MN US",1993-11,1.53,17.5,,,
1158,"WINNIBIGOSHISH DAM, MN US",1993-12,1.28,12.6,,,
1159,"WINNIBIGOSHISH DAM, MN US",1994-01,0.78,9.6,,,
1160,"WINNIBIGOSHISH DAM, MN US",1994-02,0.61,7.1,,,
1161,"WINNIBIGOSHISH DAM, MN US",1994-03,0.86,6.8,,,
1162,"WINNIBIGOSHISH DAM, MN US",1994-04,2.46,4.5,,,
1163,"WINNIBIGOSHISH DAM, MN US",1994-05,1.58,0.0,,,
1164,"WINNIBIGOSHISH DAM, MN US",1994-06,7.67,0.0,64.1,74.3,54.0
1165,"WINNIBIGOSHISH DAM, MN US",1994-07,3.91,0.0,65.4,74.0,56.8
1166,"WINNIBIGOSHISH DAM, MN US",1994-08,2.09,0.0,64.3,75.5,53.1
1167,"WINNIBIGOSHISH DAM, MN US",1994-09,2.87,0.0,,,
1168,"WINNIBIGOSHISH DAM, MN US",1994-10,3.44,0.0,,,
1169,"WINNIBIGOSHISH DAM, MN US",1994-11,1.52,0.0,,,
1170,"WINNIBIGOSHISH DAM, MN US",1994-12,0.56,3.9,,,
1171,"WINNIBIGOSHISH DAM, MN US",1995-01,0.70,8.2,,,
1172,"WINNIBIGOSHISH DAM, MN US",1995-02,0.57,6.3,,,
1173,"WINNIBIGOSHISH DAM, MN US",1995-03,1.08,8.9,,,
1174,"WINNIBIGOSHISH DAM, MN US",1995-04,1.49,12.0,,,
1175,"WINNIBIGOSHISH DAM, MN US",1995-05,2.05,0.0,,,
1176,"WINNIBIGOSHISH DAM, MN US",1995-06,1.77,0.0,68.6,79.7,57.5
1177,"WINNIBIGOSHISH DAM, MN US",1995-07,8.56,0.0,,,
1178,"WINNIBIGOSHISH DAM, MN US",1995-08,5.02,0.0,69.3,79.4,59.3
1179,"WINNIBIGOSHISH DAM, MN US",1995-09,2.40,0.0,,,
1180,"WINNIBIGOSHISH DAM, MN US",1995-10,6.06,0.0,,,
1181,"WINNIBIGOSHISH DAM, MN US",1995-11,1.48,15.2,,,
1182,"WINNIBIGOSHISH DAM, MN US",1995-12,1.38,12.7,,,
1183,"WINNIBIGOSHISH DAM, MN US",1996-01,1.71,23.1,,,
1184,"WINNIBIGOSHISH DAM, MN US",1996-02,1.22,0.0,,,
1185,"WINNIBIGOSHISH DAM, MN US",1996-03,0.73,,,,
1186,"WINNIBIGOSHISH DAM, MN US",1996-04,1.28,0.0,,,
1187,"WINNIBIGOSHISH DAM, MN US",1996-05,2.29,0.0,,,
1188,"WINNIBIGOSHISH DAM, MN US",1996-06,2.44,0.0,,,
1189,"WINNIBIGOSHISH DAM, MN US",1996-07,5.91,0.0,,,
1190,"WINNIBIGOSHISH DAM, MN US",1996-08,2.01,0.0,,,
1191,"WINNIBIGOSHISH DAM, MN US",1996-09,4.37,0.0,,,
1192,"WINNIBIGOSHISH DAM, MN US",1996-10,5.11,0.0,,,
1193,"WINNIBIGOSHISH DAM, MN US",1996-11,3.38,,,,
1194,"WINNIBIGOSHISH DAM, MN US",1996-12,1.16,,,,
1195,"WINNIBIGOSHISH DAM, MN US",1997-01,1.97,,,,
1196,"WINNIBIGOSHISH DAM, MN US",1997-02,0.18,,,,
1197,"WINNIBIGOSHISH DAM, MN US",1997-03,1.57,,,,
1198,"WINNIBIGOSHISH DAM, MN US",1997-04,1.12,0.0,,,
1199,"WINNIBIGOSHISH DAM, MN US",1997-05,2.64,0.0,,,
1200,"WINNIBIGOSHISH DAM, MN US",1997-06,4.89,0.0,,,
1201,"WINNIBIGOSHISH DAM, MN US",1997-07,6.90,0.0,,,
1202,"WINNIBIGOSHISH DAM, MN US",1997-08,1.78,0.0,,,
1203,"WINNIBIGOSHISH DAM, MN US",1997-09,2.69,0.0,,,
1204,"WINNIBIGOSHISH DAM, MN US",1997-10,2.05,0.0,,,
1205,"WINNIBIGOSHISH DAM, MN US",1997-11,1.30,,,,
1206,"WINNIBIGOSHISH DAM, MN US",1997-12,0.14,0.0,,,
